########## PTA Model Header ##########
# Date Generated : 2019-12-07 19:56:49.092243
# n_psrs : 69
# n_timed : 69
# lumDistType : lnorm
# gpsFrac : None
# rn_gamma : None
# Trxs : 20.0
# velmean : 0.0
# rn_beta : None
# interp : False
# nus : [0.7   0.713 0.726 0.739 0.752 0.765 0.778 0.791 0.804 0.817 0.83  0.843 0.856 0.869 0.882 0.895 0.908 0.921 0.934 0.947 0.96  0.973 0.986 0.999 1.012 1.025 1.038 1.051 1.064 1.077 1.09  1.103 1.116 1.129 1.142 1.155 1.168 1.181 1.194 1.207 1.22  1.233 1.246 1.259 1.272 1.285 1.298 1.311 1.324 1.337 1.35  1.363 1.376 1.389 1.402 1.415 1.428 1.441 1.454 1.467 1.48  1.493 1.506 1.519 1.532 1.545 1.558 1.571 1.584 1.597 1.61  1.623 1.636 1.649 1.662 1.675 1.688 1.701 1.714 1.727 1.74  1.753 1.766 1.779 1.792 1.805 1.818 1.831 1.844 1.857 1.87  1.883 1.896 1.909 1.922 1.935 1.948 1.961 1.974 1.987]
# brokenSI : None
# electronModel : ne2001
# radialDistType : gauss
# ref_freq : 1400.0
# rn_lnC2 : None
# rn_delta : None
# Gains : 2.5
# ra_lim : None
# velDistType : gauss
# simean : -1.6
# pmean : 1.5
# arguments : None
# pDistType : lorimer12
# velsigma : 86.17
# Eps : 0.01
# lumsigma : 0.9
# brokenFrac : None
# t_int : 3600.0
# rx_freq : None
# rn_alpha : None
# ndet : 0
# ctrfreq : 1.3485
# sisigma : 0.35
# psigma : 0.58
# gpsA : None
# zscale : 0.5
# bw : 0.6484999999999997
# dec_lim : (90.0, -44.0)
# lummean : -1.1
############ End Header #############
#
#
# Name Period_ms Pdot DM t_scatter Width_ms GL GB RA DEC S1400 L1400 SPINDEX DTRUE X Y Z sigma_toa sigma_tel sigma_dm sigma_w sigma_j rn_amp rn_index aeff_frac 
J183639+545452	3.37291700695	6.59848279858e-20	43.5190162659	9.56060503127e-06	0.0980749455946	84.051718448	23.9599184017	279.164377433	54.9143339771	1.81601126373	13.6361113765	-0.320395302962	2.74022359122	2.49061543683	8.24049856145	1.11279786085	0.143735207039	0.00990327953733	0.105194315466	0.0974468613685	0.0949313491613	None	None	1.0
J185947+285204	3.35765083432	8.8891204304e-21	18.4247779846	1.79827714192e-06	0.0426836751894	59.8429354304	11.0574841903	284.944110355	28.8678269512	0.179166362444	0.439743029874	-1.14043235495	1.566647334	1.32945609444	7.72757121114	0.300473173904	0.145413214418	0.00653327446151	0.126909618555	0.0706842837579	0.0412219300222	None	None	1.0
J054815-044130	1.57943224802	8.69806695792e-21	52.0656852722	4.44280554109e-05	0.0396267001348	-150.108418038	-16.188087011	87.0607222028	-4.69156478148	0.307889340379	1.60889685027	-1.80654467806	2.28595024837	-1.09405856156	10.4032731917	-0.637303349852	0.160145723322	0.00629497419652	0.153313679562	0.045846937271	0.0262474525087	None	None	1.0
J185447+194638	4.32216167707	3.25308705521e-20	4.70837402344	4.54845731498e-06	0.0803991100168	51.0236493982	8.16878850485	283.694022734	19.7771444153	0.307116403493	0.0611701926536	-1.16247538545	0.446291296616	0.343429152439	8.22213118624	0.0634134136513	0.22010148466	0.00896655508079	0.185804532437	0.117647525114	0.0880948448617	None	None	1.0
J164620-003755	2.85463758343	1.54552113919e-20	60.0914344788	5.52913004261e-05	0.0304736173215	16.8415736472	27.1919674427	251.584737399	-0.63194426419	0.0986492255117	1.24705601578	-2.01541671395	3.55546281474	0.916263824421	5.4731271015	1.62475133093	0.224463192611	0.00552029141636	0.215812240403	0.0614681064596	0.0271361510967	None	None	1.0
J060654+200946	8.21071197925	3.84467310187e-21	73.1437683105	0.000105388475005	0.116422941456	-169.986673945	-0.23731191566	91.7264039815	20.1628852666	0.749935497991	3.14088416805	-2.21368412715	2.04651062893	-0.355838532837	10.515319539	-0.0084763655072	0.412701825379	0.0107899463139	0.371890216604	0.178617021933	0.175823825992	None	None	1.0
J220441+405857	4.48132527335	4.992877888e-21	57.6689796448	3.68549029658e-05	0.117295162133	92.0860496529	-11.6929921407	331.169506737	40.9825346392	0.236988877212	2.26430123711	-1.43631901143	3.0910292889	3.02487707471	8.61017972788	-0.626451255329	0.430163474013	0.0108302891066	0.380175419734	0.20097255893	0.13086758361	None	None	1.0
J194156+014120	1.07281405569	1.15338167223e-19	68.3077850342	0.000147460543799	0.0298315989185	40.2828559513	-10.4262146986	295.482387351	1.68883724401	0.173952892791	1.29629801511	-1.86775458675	2.7298362739	1.73586472717	6.4518965371	-0.494016129797	0.432308857189	0.00546183109575	0.428299131426	0.058489062438	0.0162849904577	None	None	1.0
J232108+574127	2.6881679075	2.35896352206e-20	24.8500328064	0.000179597188227	0.0186216614619	111.074537576	-3.08721756965	350.28537895	57.6907993254	0.0418042274795	0.0897377095327	-1.64338338815	1.46513414273	1.36515222905	9.02607151538	-0.0789063268158	0.494794401182	0.00431528231544	0.467921471848	0.160786734416	0.016091457132	None	None	1.0
J055309+232008	2.50363320993	8.76813809454e-21	41.058429718	7.8804608041e-05	0.07859195753	-174.328439169	-1.43286260525	88.2855565211	23.3355844534	0.146160476621	0.237745635977	-1.7308633049	1.2753849905	-0.12600157462	9.76874481096	-0.0318917204321	0.503159713377	0.00886521051809	0.468667379674	0.182871518936	0.0655408708438	None	None	1.0
